gene_name	cdR20291_gene	cd630_gene	cdR20291_homolog	cd630_homolog	iCdR700_included	iCdG706_included
none	fig|645463.3.peg.2611	fig|272563.8.peg.2689	1	1	0	0
none	fig|645463.3.peg.2610	fig|272563.8.peg.2688	1	1	0	0
none	fig|645463.3.peg.2609	fig|272563.8.peg.2687	1	1	0	0
none	fig|645463.3.peg.2608	fig|272563.8.peg.2686	1	1	0	0
none	fig|645463.3.peg.2607	fig|272563.8.peg.2685	1	1	0	0
none	fig|645463.3.peg.2606	fig|272563.8.peg.2684	1	1	0	0
none	fig|645463.3.peg.2605	fig|272563.8.peg.2683	1	1	0	0
none	fig|645463.3.peg.2604	fig|272563.8.peg.2682	1	1	0	0
none	fig|645463.3.peg.2603	fig|272563.8.peg.2681	1	1	0	0
Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	fig|645463.3.peg.2602	fig|272563.8.peg.2680	1	1	1	1
none	fig|645463.3.peg.268	fig|272563.8.peg.268	1	1	0	0
none	fig|645463.3.peg.2601	fig|272563.8.peg.2679	1	1	0	0
none	fig|645463.3.peg.2600	fig|272563.8.peg.2678	1	1	0	0
none	fig|645463.3.peg.2599	fig|272563.8.peg.2677	1	1	0	0
none	fig|645463.3.peg.401	fig|272563.8.peg.2676	1	1	0	0
none	fig|645463.3.peg.533	fig|272563.8.peg.2676	1	1	0	0
none	fig|645463.3.peg.869	fig|272563.8.peg.2676	1	1	0	0
none	fig|645463.3.peg.1025	fig|272563.8.peg.2676	1	1	0	0
none	fig|645463.3.peg.1416	fig|272563.8.peg.2676	1	1	0	0
none	fig|645463.3.peg.2876	fig|272563.8.peg.2676	1	1	0	0
none	fig|645463.3.peg.3117	fig|272563.8.peg.2676	1	1	0	0
none	fig|645463.3.peg.3690	fig|272563.8.peg.2676	1	1	0	0
none	fig|645463.3.peg.2598	fig|272563.8.peg.2675	1	1	0	0
none	fig|645463.3.peg.2597	fig|272563.8.peg.2674	1	1	0	0
none	fig|645463.3.peg.2596	fig|272563.8.peg.2673	1	1	0	0
none	fig|645463.3.peg.2595	fig|272563.8.peg.2672	1	1	0	0
none	fig|645463.3.peg.2594	fig|272563.8.peg.2671	1	1	0	0
none	fig|645463.3.peg.2593	fig|272563.8.peg.2670	1	1	0	0
none	fig|645463.3.peg.267	fig|272563.8.peg.267	1	1	0	0
none	fig|645463.3.peg.2592	fig|272563.8.peg.2669	1	1	0	0
none	fig|645463.3.peg.2591	fig|272563.8.peg.2668	1	1	0	0
none	fig|645463.3.peg.2590	fig|272563.8.peg.2667	1	1	0	0
none	fig|645463.3.peg.1029	fig|272563.8.peg.2666	1	1	0	0
none	fig|645463.3.peg.2589	fig|272563.8.peg.2666	1	1	0	0
none	fig|645463.3.peg.1028	fig|272563.8.peg.2665	1	1	0	0
none	fig|645463.3.peg.2588	fig|272563.8.peg.2665	1	1	0	0
none	fig|645463.3.peg.2587	fig|272563.8.peg.2664	1	1	0	0
NADH dehydrogenase (EC 1.6.99.3)	fig|645463.3.peg.2586	fig|272563.8.peg.2663	1	1	1	1
none	fig|645463.3.peg.2585	fig|272563.8.peg.2662	1	1	0	0
none	fig|645463.3.peg.2584	fig|272563.8.peg.2661	1	1	0	0
5'-nucleotidase (EC 3.1.3.5)	fig|645463.3.peg.2583	fig|272563.8.peg.2660	1	1	1	1
none	fig|645463.3.peg.266	fig|272563.8.peg.266	1	1	0	0
none	fig|645463.3.peg.2582	fig|272563.8.peg.2659	1	1	0	0
none	fig|645463.3.peg.2581	fig|272563.8.peg.2658	1	1	0	0
none	fig|645463.3.peg.2580	fig|272563.8.peg.2657	1	1	0	0
none	fig|645463.3.peg.2579	fig|272563.8.peg.2656	1	1	0	0
none	fig|645463.3.peg.2578	fig|272563.8.peg.2655	1	1	0	0
none	fig|645463.3.peg.2577	fig|272563.8.peg.2654	1	1	0	0
none	fig|645463.3.peg.2576	fig|272563.8.peg.2653	1	1	0	0
none	fig|645463.3.peg.2575	fig|272563.8.peg.2652	1	1	0	0
none	fig|645463.3.peg.265	fig|272563.8.peg.265	1	1	0	0
none	fig|645463.3.peg.2574	fig|272563.8.peg.2649	1	1	0	0
none	fig|645463.3.peg.2573	fig|272563.8.peg.2648	1	1	0	0
nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	fig|645463.3.peg.2572	fig|272563.8.peg.2647	1	1	1	1
none	fig|645463.3.peg.2571	fig|272563.8.peg.2646	1	1	0	0
none	fig|645463.3.peg.2570	fig|272563.8.peg.2645	1	1	0	0
Leucyl-tRNA synthetase (EC 6.1.1.4)	fig|645463.3.peg.2569	fig|272563.8.peg.2644	1	1	1	1
none	fig|645463.3.peg.2568	fig|272563.8.peg.2643	1	1	0	0
none	fig|645463.3.peg.264	fig|272563.8.peg.264	1	1	0	0
L-asparaginase (EC 3.5.1.1)	fig|645463.3.peg.2567	fig|272563.8.peg.2638	1	1	1	1
none	fig|645463.3.peg.2566	fig|272563.8.peg.2637	1	1	0	0
Threonine dehydratase, catabolic (EC 4.3.1.19)	fig|645463.3.peg.2565	fig|272563.8.peg.2636	1	1	1	1
none	fig|645463.3.peg.2564	fig|272563.8.peg.2635	1	1	0	0
PTS system, glucose-specific IIA component (EC 2.7.1.69)	fig|645463.3.peg.2563	fig|272563.8.peg.2634	1	1	1	1
none	fig|645463.3.peg.2562	fig|272563.8.peg.2633	1	1	0	0
PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69)	fig|645463.3.peg.2561	fig|272563.8.peg.2632	1	1	1	1
Maltose-6'-phosphate glucosidase (EC 3.2.1.122)	fig|645463.3.peg.2560	fig|272563.8.peg.2631	1	1	1	1
none	fig|645463.3.peg.1356	fig|272563.8.peg.2630	1	1	0	0
none	fig|645463.3.peg.2559	fig|272563.8.peg.2630	1	1	0	0
none	fig|645463.3.peg.263	fig|272563.8.peg.263	1	1	0	0
none	fig|645463.3.peg.2558	fig|272563.8.peg.2629	1	1	0	0
none	fig|645463.3.peg.2557	fig|272563.8.peg.2628	1	1	0	0
none	fig|645463.3.peg.2556	fig|272563.8.peg.2627	1	1	0	0
none	fig|645463.3.peg.2555	fig|272563.8.peg.2626	1	1	0	0
none	fig|645463.3.peg.2554	fig|272563.8.peg.2625	1	1	0	0
Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	fig|645463.3.peg.2553	fig|272563.8.peg.2624	1	1	1	1
none	fig|645463.3.peg.2552	fig|272563.8.peg.2623	1	1	0	0
Argininosuccinate lyase (EC 4.3.2.1)	fig|645463.3.peg.2551	fig|272563.8.peg.2622	1	1	1	1
none	fig|645463.3.peg.2550	fig|272563.8.peg.2621	1	1	0	0
none	fig|645463.3.peg.2549	fig|272563.8.peg.2620	1	1	0	0
none	fig|645463.3.peg.2548	fig|272563.8.peg.2619	1	1	0	0
none	fig|645463.3.peg.2547	fig|272563.8.peg.2618	1	1	0	0
Selenide,water dikinase (EC 2.7.9.3)	fig|645463.3.peg.2546	fig|272563.8.peg.2617	1	1	1	0
none	fig|645463.3.peg.2545	fig|272563.8.peg.2616	1	1	0	0
none	fig|645463.3.peg.2544	fig|272563.8.peg.2615	1	1	0	0
none	fig|645463.3.peg.2543	fig|272563.8.peg.2614	1	1	0	0
mannose-6-phosphate isomerase (EC 5.3.1.8)	fig|645463.3.peg.2542	fig|272563.8.peg.2613	1	1	1	1
none	fig|645463.3.peg.2541	fig|272563.8.peg.2612	1	1	0	0
none	fig|645463.3.peg.2540	fig|272563.8.peg.2611	1	1	0	0
none	fig|645463.3.peg.2539	fig|272563.8.peg.2610	1	1	0	0
none	fig|645463.3.peg.2538	fig|272563.8.peg.2609	1	1	0	0
none	fig|645463.3.peg.2537	fig|272563.8.peg.2608	1	1	0	0
Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	fig|645463.3.peg.2536	fig|272563.8.peg.2607	1	1	1	1
Aspartate aminotransferase (EC 2.6.1.1)	fig|645463.3.peg.2535	fig|272563.8.peg.2606	1	1	1	1
none	fig|645463.3.peg.2534	fig|272563.8.peg.2605	1	1	0	0
none	fig|645463.3.peg.2533	fig|272563.8.peg.2604	1	1	0	0
none	fig|645463.3.peg.2532	fig|272563.8.peg.2603	1	1	0	0
none	fig|645463.3.peg.2531	fig|272563.8.peg.2602	1	1	0	0
none	fig|645463.3.peg.2530	fig|272563.8.peg.2601	1	1	0	0
none	fig|645463.3.peg.2529	fig|272563.8.peg.2600	1	1	0	0
none	fig|645463.3.peg.18	fig|272563.8.peg.26	1	1	0	0
none	fig|645463.3.peg.2528	fig|272563.8.peg.2599	1	1	0	0
none	fig|645463.3.peg.2527	fig|272563.8.peg.2598	1	1	0	0
none	fig|645463.3.peg.2525	fig|272563.8.peg.2597	1	1	0	0
none	fig|645463.3.peg.2526	fig|272563.8.peg.2597	1	1	0	0
none	fig|645463.3.peg.2524	fig|272563.8.peg.2596	1	1	0	0
none	fig|645463.3.peg.2523	fig|272563.8.peg.2595	1	1	0	0
none	fig|645463.3.peg.2522	fig|272563.8.peg.2594	1	1	0	0
none	fig|645463.3.peg.2521	fig|272563.8.peg.2593	1	1	0	0
none	fig|645463.3.peg.2520	fig|272563.8.peg.2592	1	1	0	0
none	fig|645463.3.peg.2519	fig|272563.8.peg.2591	1	1	0	0
none	fig|645463.3.peg.2518	fig|272563.8.peg.2590	1	1	0	0
none	fig|645463.3.peg.2517	fig|272563.8.peg.2589	1	1	0	0
CCA tRNA nucleotidyltransferase (EC 2.7.7.72)	fig|645463.3.peg.2516	fig|272563.8.peg.2588	1	1	1	1
none	fig|645463.3.peg.2515	fig|272563.8.peg.2587	1	1	0	0
none	fig|645463.3.peg.2514	fig|272563.8.peg.2586	1	1	0	0
none	fig|645463.3.peg.2513	fig|272563.8.peg.2585	1	1	0	0
none	fig|645463.3.peg.2512	fig|272563.8.peg.2584	1	1	0	0
none	fig|645463.3.peg.2511	fig|272563.8.peg.2583	1	1	0	0
none	fig|645463.3.peg.2510	fig|272563.8.peg.2582	1	1	0	0
none	fig|645463.3.peg.2509	fig|272563.8.peg.2581	1	1	0	0
none	fig|645463.3.peg.2508	fig|272563.8.peg.2580	1	1	0	0
none	fig|645463.3.peg.255	fig|272563.8.peg.258	1	1	0	0
none	fig|645463.3.peg.2507	fig|272563.8.peg.2579	1	1	0	0
none	fig|645463.3.peg.2506	fig|272563.8.peg.2578	1	1	0	0
none	fig|645463.3.peg.2505	fig|272563.8.peg.2577	1	1	0	0
none	fig|645463.3.peg.2504	fig|272563.8.peg.2576	1	1	0	0
none	fig|645463.3.peg.2503	fig|272563.8.peg.2575	1	1	0	0
none	fig|645463.3.peg.2502	fig|272563.8.peg.2574	1	1	0	0
none	fig|645463.3.peg.2501	fig|272563.8.peg.2573	1	1	0	0
none	fig|645463.3.peg.2500	fig|272563.8.peg.2572	1	1	0	0
none	fig|645463.3.peg.2499	fig|272563.8.peg.2571	1	1	0	0
none	fig|645463.3.peg.2498	fig|272563.8.peg.2570	1	1	0	0
none	fig|645463.3.peg.254	fig|272563.8.peg.257	1	1	0	0
none	fig|645463.3.peg.2497	fig|272563.8.peg.2569	1	1	0	0
Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	fig|645463.3.peg.2496	fig|272563.8.peg.2568	1	1	1	1
none	fig|645463.3.peg.2495	fig|272563.8.peg.2567	1	1	0	0
none	fig|645463.3.peg.2494	fig|272563.8.peg.2566	1	1	0	0
none	fig|645463.3.peg.2493	fig|272563.8.peg.2565	1	1	0	0
none	fig|645463.3.peg.2492	fig|272563.8.peg.2564	1	1	0	0
none	fig|645463.3.peg.2491	fig|272563.8.peg.2563	1	1	0	0
none	fig|645463.3.peg.2490	fig|272563.8.peg.2562	1	1	0	0
none	fig|645463.3.peg.2489	fig|272563.8.peg.2561	1	1	0	0
none	fig|645463.3.peg.2488	fig|272563.8.peg.2560	1	1	0	0
none	fig|645463.3.peg.253	fig|272563.8.peg.256	1	1	0	0
Diacylglycerol kinase (EC 2.7.1.107)	fig|645463.3.peg.2487	fig|272563.8.peg.2559	1	1	1	1
cytidine deaminase (EC 3.5.4.5)	fig|645463.3.peg.769	fig|272563.8.peg.2558	1	1	1	1
cytidine deaminase (EC 3.5.4.5)	fig|645463.3.peg.2486	fig|272563.8.peg.2558	1	1	1	1
none	fig|645463.3.peg.2485	fig|272563.8.peg.2557	1	1	0	0
none	fig|645463.3.peg.2484	fig|272563.8.peg.2556	1	1	0	0
none	fig|645463.3.peg.2483	fig|272563.8.peg.2555	1	1	0	0
none	fig|645463.3.peg.2482	fig|272563.8.peg.2554	1	1	0	0
none	fig|645463.3.peg.2481	fig|272563.8.peg.2553	1	1	0	0
Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	fig|645463.3.peg.2480	fig|272563.8.peg.2552	1	1	1	1
Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	fig|645463.3.peg.2479	fig|272563.8.peg.2551	1	1	1	1
Ferredoxin--sulfite reductase (EC 1.8.7.1)	fig|645463.3.peg.2478	fig|272563.8.peg.2550	1	1	1	1
none	fig|645463.3.peg.252	fig|272563.8.peg.255	1	1	0	0
none	fig|645463.3.peg.2477	fig|272563.8.peg.2549	1	1	0	0
none	fig|645463.3.peg.2476	fig|272563.8.peg.2548	1	1	0	0
none	fig|645463.3.peg.2475	fig|272563.8.peg.2547	1	1	0	0
none	fig|645463.3.peg.2474	fig|272563.8.peg.2546	1	1	0	0
none	fig|645463.3.peg.2473	fig|272563.8.peg.2545	1	1	0	0
none	fig|645463.3.peg.2472	fig|272563.8.peg.2544	1	1	0	0
none	fig|645463.3.peg.2471	fig|272563.8.peg.2543	1	1	0	0
none	fig|645463.3.peg.2470	fig|272563.8.peg.2542	1	1	0	0
none	fig|645463.3.peg.2469	fig|272563.8.peg.2541	1	1	0	0
none	fig|645463.3.peg.2468	fig|272563.8.peg.2540	1	1	0	0
none	fig|645463.3.peg.251	fig|272563.8.peg.254	1	1	0	0
none	fig|645463.3.peg.2467	fig|272563.8.peg.2539	1	1	0	0
none	fig|645463.3.peg.2466	fig|272563.8.peg.2538	1	1	0	0
none	fig|645463.3.peg.2465	fig|272563.8.peg.2537	1	1	0	0
PTS system, glucitol/sorbitol-specific IIC component (EC 2.7.1.69)	fig|645463.3.peg.2464	fig|272563.8.peg.2536	1	1	1	1
PTS system, glucitol/sorbitol-specific IIB component	fig|645463.3.peg.2463	fig|272563.8.peg.2535	1	1	1	0
none	fig|645463.3.peg.2462	fig|272563.8.peg.2534	1	1	0	0
none	fig|645463.3.peg.2461	fig|272563.8.peg.2533	1	1	0	0
PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)	fig|645463.3.peg.2460	fig|272563.8.peg.2532	1	1	1	1
Homoserine dehydrogenase (EC 1.1.1.3)	fig|645463.3.peg.2459	fig|272563.8.peg.2531	1	1	1	1
none	fig|645463.3.peg.2458	fig|272563.8.peg.2530	1	1	0	0
none	fig|645463.3.peg.250	fig|272563.8.peg.253	1	1	0	0
none	fig|645463.3.peg.2457	fig|272563.8.peg.2529	1	1	0	0
pyruvate, phosphate dikinase (EC 2.7.9.1)	fig|645463.3.peg.2456	fig|272563.8.peg.2528	1	1	1	1
none	fig|645463.3.peg.2455	fig|272563.8.peg.2527	1	1	0	0
none	fig|645463.3.peg.2452	fig|272563.8.peg.2526	1	1	0	0
none	fig|645463.3.peg.2451	fig|272563.8.peg.2525	1	1	0	0
none	fig|645463.3.peg.2450	fig|272563.8.peg.2524	1	1	0	0
none	fig|645463.3.peg.2449	fig|272563.8.peg.2523	1	1	0	0
none	fig|645463.3.peg.2448	fig|272563.8.peg.2522	1	1	0	0
Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	fig|645463.3.peg.2447	fig|272563.8.peg.2521	1	1	1	1
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	fig|645463.3.peg.2446	fig|272563.8.peg.2520	1	1	1	1
none	fig|645463.3.peg.249	fig|272563.8.peg.252	1	1	0	0
none	fig|645463.3.peg.2445	fig|272563.8.peg.2519	1	1	0	0
none	fig|645463.3.peg.2444	fig|272563.8.peg.2518	1	1	0	0
none	fig|645463.3.peg.2443	fig|272563.8.peg.2517	1	1	0	0
none	fig|645463.3.peg.2442	fig|272563.8.peg.2516	1	1	0	0
none	fig|645463.3.peg.2441	fig|272563.8.peg.2515	1	1	0	0
none	fig|645463.3.peg.2440	fig|272563.8.peg.2514	1	1	0	0
none	fig|645463.3.peg.2439	fig|272563.8.peg.2513	1	1	0	0
none	fig|645463.3.peg.2438	fig|272563.8.peg.2512	1	1	0	0
none	fig|645463.3.peg.2437	fig|272563.8.peg.2511	1	1	0	0
none	fig|645463.3.peg.2436	fig|272563.8.peg.2510	1	1	0	0
none	fig|645463.3.peg.248	fig|272563.8.peg.251	1	1	0	0
none	fig|645463.3.peg.2434	fig|272563.8.peg.2509	1	1	0	0
none	fig|645463.3.peg.2332	fig|272563.8.peg.2508	1	1	0	0
none	fig|645463.3.peg.2428	fig|272563.8.peg.2508	1	1	0	0
none	fig|645463.3.peg.2433	fig|272563.8.peg.2508	1	1	0	0
none	fig|645463.3.peg.2333	fig|272563.8.peg.2507	1	1	0	0
none	fig|645463.3.peg.2427	fig|272563.8.peg.2507	1	1	0	0
none	fig|645463.3.peg.2432	fig|272563.8.peg.2507	1	1	0	0
none	fig|645463.3.peg.2431	fig|272563.8.peg.2506	1	1	0	0
none	fig|645463.3.peg.2425	fig|272563.8.peg.2505	1	1	0	0
none	fig|645463.3.peg.2424	fig|272563.8.peg.2504	1	1	0	0
none	fig|645463.3.peg.2423	fig|272563.8.peg.2503	1	1	0	0
none	fig|645463.3.peg.2422	fig|272563.8.peg.2502	1	1	0	0
none	fig|645463.3.peg.2421	fig|272563.8.peg.2501	1	1	0	0
none	fig|645463.3.peg.2420	fig|272563.8.peg.2500	1	1	0	0
none	fig|645463.3.peg.247	fig|272563.8.peg.250	1	1	0	0
none	fig|645463.3.peg.17	fig|272563.8.peg.25	1	1	0	0
Aspartate aminotransferase (EC 2.6.1.1)	fig|645463.3.peg.2419	fig|272563.8.peg.2499	1	1	1	1
none	fig|645463.3.peg.2418	fig|272563.8.peg.2498	1	1	0	0
Indolepyruvate oxidoreductase subunit	fig|645463.3.peg.2417	fig|272563.8.peg.2497	1	1	1	0
butyrate kinase (EC 2.7.2.7)	fig|645463.3.peg.2416	fig|272563.8.peg.2496	1	1	1	1
none	fig|645463.3.peg.2415	fig|272563.8.peg.2495	1	1	0	0
none	fig|645463.3.peg.2414	fig|272563.8.peg.2494	1	1	0	0
none	fig|645463.3.peg.2413	fig|272563.8.peg.2493	1	1	0	0
none	fig|645463.3.peg.2412	fig|272563.8.peg.2492	1	1	0	0
none	fig|645463.3.peg.2411	fig|272563.8.peg.2491	1	1	0	0
none	fig|645463.3.peg.2410	fig|272563.8.peg.2490	1	1	0	0
none	fig|645463.3.peg.246	fig|272563.8.peg.249	1	1	0	0
Quinolinate synthetase (EC 4.1.99.-)	fig|645463.3.peg.2409	fig|272563.8.peg.2489	1	1	1	1
L-aspartate oxidase (EC 1.4.3.16)	fig|645463.3.peg.2408	fig|272563.8.peg.2488	1	1	1	1
Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	fig|645463.3.peg.2407	fig|272563.8.peg.2487	1	1	1	1
none	fig|645463.3.peg.2406	fig|272563.8.peg.2486	1	1	0	0
none	fig|645463.3.peg.2405	fig|272563.8.peg.2485	1	1	0	0
none	fig|645463.3.peg.2404	fig|272563.8.peg.2484	1	1	0	0
none	fig|645463.3.peg.2403	fig|272563.8.peg.2483	1	1	0	0
Alkanesulfonates-binding protein	fig|645463.3.peg.2402	fig|272563.8.peg.2482	1	1	1	1
none	fig|645463.3.peg.2401	fig|272563.8.peg.2481	1	1	0	0
none	fig|645463.3.peg.2400	fig|272563.8.peg.2480	1	1	0	0
none	fig|645463.3.peg.245	fig|272563.8.peg.248	1	1	0	0
none	fig|645463.3.peg.2399	fig|272563.8.peg.2479	1	1	0	0
none	fig|645463.3.peg.2398	fig|272563.8.peg.2478	1	1	0	0
none	fig|645463.3.peg.2397	fig|272563.8.peg.2477	1	1	0	0
none	fig|645463.3.peg.2396	fig|272563.8.peg.2476	1	1	0	0
none	fig|645463.3.peg.2395	fig|272563.8.peg.2475	1	1	0	0
none	fig|645463.3.peg.2394	fig|272563.8.peg.2474	1	1	0	0
none	fig|645463.3.peg.2393	fig|272563.8.peg.2473	1	1	0	0
none	fig|645463.3.peg.2392	fig|272563.8.peg.2472	1	1	0	0
Thioredoxin reductase (EC 1.8.1.9)	fig|645463.3.peg.2391	fig|272563.8.peg.2471	1	1	1	1
Thioredoxin	fig|645463.3.peg.2390	fig|272563.8.peg.2470	1	1	1	1
none	fig|645463.3.peg.244	fig|272563.8.peg.247	1	1	0	0
Glycine reductase component B beta subunit	fig|645463.3.peg.2389	fig|272563.8.peg.2469	1	1	1	0
none	fig|645463.3.peg.2388	fig|272563.8.peg.2468	1	1	0	0
none	fig|645463.3.peg.2387	fig|272563.8.peg.2467	1	1	0	0
none	fig|645463.3.peg.2386	fig|272563.8.peg.2466	1	1	0	0
none	fig|645463.3.peg.2385	fig|272563.8.peg.2465	1	1	0	0
Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	fig|645463.3.peg.2384	fig|272563.8.peg.2464	1	1	1	1
none	fig|645463.3.peg.2676	fig|272563.8.peg.2464	1	1	0	1
none	fig|645463.3.peg.2383	fig|272563.8.peg.2463	1	1	0	0
none	fig|645463.3.peg.2382	fig|272563.8.peg.2462	1	1	0	0
none	fig|645463.3.peg.2381	fig|272563.8.peg.2461	1	1	0	0
none	fig|645463.3.peg.2380	fig|272563.8.peg.2460	1	1	0	0
none	fig|645463.3.peg.243	fig|272563.8.peg.246	1	1	0	0
Succinate-semialdehyde dehydrogenase, CoA-dependent	fig|645463.3.peg.2379	fig|272563.8.peg.2459	1	1	1	0
4-hydroxybutanoyl-CoA dehydratase (EC 4.2.1.-)	fig|645463.3.peg.2378	fig|272563.8.peg.2458	1	1	1	1
none	fig|645463.3.peg.2377	fig|272563.8.peg.2457	1	1	0	0
4-hydroxybutyrate:acetyl-CoA CoA transferase (EC 2.3.1.-)	fig|645463.3.peg.2376	fig|272563.8.peg.2456	1	1	1	1
NAD-dependent 4-hydroxybutyrate dehydrogenase (EC 1.1.1.61)	fig|645463.3.peg.2375	fig|272563.8.peg.2455	1	1	1	1
none	fig|645463.3.peg.2374	fig|272563.8.peg.2454	1	1	0	0
none	fig|645463.3.peg.2373	fig|272563.8.peg.2453	1	1	0	0
Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	fig|645463.3.peg.2372	fig|272563.8.peg.2452	1	1	1	1
PTS system, mannitol-specific IIC component (EC 2.7.1.69)	fig|645463.3.peg.2371	fig|272563.8.peg.2451	1	1	1	1
PTS system, mannitol-specific IIB component (EC 2.7.1.69)	fig|645463.3.peg.2370	fig|272563.8.peg.2450	1	1	1	1
none	fig|645463.3.peg.242	fig|272563.8.peg.245	1	1	0	0
PTS system, mannitol-specific IIA component (EC 2.7.1.69)	fig|645463.3.peg.2369	fig|272563.8.peg.2449	1	1	1	1
Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	fig|645463.3.peg.2368	fig|272563.8.peg.2448	1	1	1	1
Xanthine phosphoribosyltransferase (EC 2.4.2.22)	fig|645463.3.peg.2367	fig|272563.8.peg.2447	1	1	1	1
transaldolase (EC 2.2.1.2)	fig|645463.3.peg.2366	fig|272563.8.peg.2446	1	1	1	1
none	fig|645463.3.peg.2365	fig|272563.8.peg.2445	1	1	0	0
PTS system, galactitol-specific IIA component (EC 2.7.1.69)	fig|645463.3.peg.2364	fig|272563.8.peg.2444	1	1	1	1
PTS system, galactitol-specific IIB component (EC 2.7.1.69)	fig|645463.3.peg.2363	fig|272563.8.peg.2443	1	1	1	1
PTS system, galactitol-specific IIC component (EC 2.7.1.69)	fig|645463.3.peg.2362	fig|272563.8.peg.2442	1	1	1	1
galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	fig|645463.3.peg.2361	fig|272563.8.peg.2441	1	1	1	1
galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	fig|645463.3.peg.2360	fig|272563.8.peg.2440	1	1	1	1
none	fig|645463.3.peg.241	fig|272563.8.peg.244	1	1	0	0
Transketolase, N-terminal section (EC 2.2.1.1)	fig|645463.3.peg.2359	fig|272563.8.peg.2439	1	1	1	1
Transketolase, C-terminal section (EC 2.2.1.1)	fig|645463.3.peg.2358	fig|272563.8.peg.2438	1	1	1	1
none	fig|645463.3.peg.2357	fig|272563.8.peg.2437	1	1	0	0
ribulose-phosphate 3-epimerase (EC 5.1.3.1)	fig|645463.3.peg.2356	fig|272563.8.peg.2436	1	1	1	1
none	fig|645463.3.peg.2355	fig|272563.8.peg.2435	1	1	0	0
none	fig|645463.3.peg.2354	fig|272563.8.peg.2434	1	1	0	0
none	fig|645463.3.peg.2353	fig|272563.8.peg.2433	1	1	0	0
none	fig|645463.3.peg.2352	fig|272563.8.peg.2432	1	1	0	0
none	fig|645463.3.peg.2351	fig|272563.8.peg.2431	1	1	0	0
none	fig|645463.3.peg.2350	fig|272563.8.peg.2430	1	1	0	0
Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	fig|645463.3.peg.236	fig|272563.8.peg.243	1	1	1	1
none	fig|645463.3.peg.2349	fig|272563.8.peg.2429	1	1	0	0
none	fig|645463.3.peg.2348	fig|272563.8.peg.2428	1	1	0	0
none	fig|645463.3.peg.2347	fig|272563.8.peg.2427	1	1	0	0
none	fig|645463.3.peg.2346	fig|272563.8.peg.2426	1	1	0	0
none	fig|645463.3.peg.2343	fig|272563.8.peg.2425	1	1	0	0
none	fig|645463.3.peg.2342	fig|272563.8.peg.2424	1	1	0	0
none	fig|645463.3.peg.2341	fig|272563.8.peg.2423	1	1	0	0
none	fig|645463.3.peg.2340	fig|272563.8.peg.2422	1	1	0	0
none	fig|645463.3.peg.2339	fig|272563.8.peg.2420	1	1	0	0
Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	fig|645463.3.peg.235	fig|272563.8.peg.242	1	1	1	1
none	fig|645463.3.peg.2338	fig|272563.8.peg.2419	1	1	0	0
none	fig|645463.3.peg.1541	fig|272563.8.peg.2413	1	1	0	0
none	fig|645463.3.peg.1502	fig|272563.8.peg.2412	1	1	0	0
none	fig|645463.3.peg.1519	fig|272563.8.peg.2412	1	1	0	0
none	fig|645463.3.peg.1542	fig|272563.8.peg.2411	1	1	0	0
none	fig|645463.3.peg.1543	fig|272563.8.peg.2410	1	1	0	0
Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	fig|645463.3.peg.234	fig|272563.8.peg.241	1	1	1	1
none	fig|645463.3.peg.2337	fig|272563.8.peg.2404	1	1	0	0
none	fig|645463.3.peg.2336	fig|272563.8.peg.2403	1	1	0	0
none	fig|645463.3.peg.2335	fig|272563.8.peg.2401	1	1	0	0
Aspartate aminotransferase (EC 2.6.1.1)	fig|645463.3.peg.2334	fig|272563.8.peg.2400	1	1	1	1
phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	fig|645463.3.peg.233	fig|272563.8.peg.240	1	1	1	1
none	fig|645463.3.peg.16	fig|272563.8.peg.24	1	1	0	0
none	fig|645463.3.peg.2331	fig|272563.8.peg.2398	1	1	0	0
none	fig|645463.3.peg.2330	fig|272563.8.peg.2397	1	1	0	0
PTS system, galactitol-specific IIA component (EC 2.7.1.69)	fig|645463.3.peg.2329	fig|272563.8.peg.2396	1	1	1	1
