patric	product
645463.3.peg.243	Flagellar_motor_switch_protein_FliN
645463.3.peg.2624	Serine/threonine_protein_kinase_PrkC,_regulator_of_stationary_phase
645463.3.peg.2625	Protein_serine/threonine_phosphatase_PrpC,_regulation_of_stationary_phase
645463.3.peg.2626	23S_rRNA_(adenine(2503)-C(2))-methyltransferase_@_tRNA_(adenine(37)-C(2))-methyltransferase_(EC_2.1.1.192)
645463.3.peg.2627	16S_rRNA_(cytosine(967)-C(5))-methyltransferase_(EC_2.1.1.176)
645463.3.peg.244	Negative_regulator_of_flagellin_synthesis_FlgM_(anti-sigma28)
645463.3.peg.2628	Putative_membrane_protease_YugP
645463.3.peg.2629	FIG00513482:_hypothetical_protein
645463.3.peg.2630	Methionyl-tRNA_formyltransferase_(EC_2.1.2.9)
645463.3.peg.245	Flagellar_biosynthesis_protein_FlgN
645463.3.peg.2631	Peptide_deformylase_(EC_3.5.1.88)
645463.3.peg.2632	Helicase_PriA_essential_for_oriC/DnaA-independent_DNA_replication
645463.3.peg.2633	Phosphopantothenoylcysteine_decarboxylase_(EC_4.1.1.36)_/_Phosphopantothenoylcysteine_synthetase_(EC_6.3.2.5)
645463.3.peg.246	Flagellar_hook-associated_protein_FlgK
645463.3.peg.2634	DNA-directed_RNA_polymerase_omega_subunit_(EC_2.7.7.6)
645463.3.peg.2635	Guanylate_kinase_(EC_2.7.4.8)
645463.3.peg.2636	UPF0701_protein_YicC
645463.3.peg.2637	Diaminopimelate_epimerase_(EC_5.1.1.7)
645463.3.peg.2638	Low-specificity_L-threonine_aldolase_(EC_4.1.2.48)
645463.3.peg.2639	Fibronectin/fibrinogen-binding_protein
645463.3.peg.2640	Bis-ABC_ATPase_BA5409
645463.3.peg.2641	Uracil_permease
645463.3.peg.2642	Pyrimidine_operon_regulatory_protein_PyrR
645463.3.peg.2643	LSU_rRNA_pseudouridine(1911/1915/1917)_synthase_(EC_5.4.99.23)
645463.3.peg.2644	Lipoprotein_signal_peptidase_(EC_3.4.23.36)
645463.3.peg.2645	Peptidoglycan_N-acetylglucosamine_deacetylase_(EC_3.5.1.-)
645463.3.peg.247	Flagellar_hook-associated_protein_FlgL
645463.3.peg.2646	Uncharacterized_protein_YteA
645463.3.peg.2647	Carbon_starvation_protein_A
645463.3.peg.2648	Autolysis_response_regulater_LytR
645463.3.peg.2649	Autolysis_histidine_kinase_LytS
645463.3.peg.2650	hypothetical_protein
645463.3.peg.2651	hypothetical_protein
645463.3.peg.2652	hypothetical_protein
645463.3.peg.248	Flagellar_assembly_factor_FliW
645463.3.peg.2653	Tryptophanyl-tRNA_synthetase_(EC_6.1.1.2)
645463.3.peg.2654	5'-methylthioadenosine_nucleosidase_(EC_3.2.2.16)_@_S-adenosylhomocysteine_nucleosidase_(EC_3.2.2.9)
645463.3.peg.249	Carbon_storage_regulator
645463.3.peg.2655	Agmatine/putrescine_antiporter,_associated_with_agmatine_catabolism
645463.3.peg.2656	Aminopeptidase_YpdF_(MP-,_MA-,_MS-,_AP-,_NP-_specific)
645463.3.peg.250	Flagellar_biosynthesis_protein_FliS
645463.3.peg.2657	DegV_family_protein
645463.3.peg.2658	Transcriptional_regulator,_AcrR_family
645463.3.peg.2659	hypothetical_protein
645463.3.peg.2660	Uncharacterized_UPF0750_membrane_protein
645463.3.peg.251	Flagellar_biosynthesis_protein_FliS
645463.3.peg.2661	Mobile_element_protein
645463.3.peg.2662	Isoleucyl-tRNA_synthetase_(EC_6.1.1.5)
645463.3.peg.252	Flagellar_cap_protein_FliD
645463.3.peg.2663	Cell_division_initiation_protein_DivIVA
645463.3.peg.2664	Putative_RNA-binding_protein_YlmH
645463.3.peg.2665	Cell_division_integral_membrane_protein,_YggT_and_half-length_relatives
645463.3.peg.2666	SepF,_FtsZ-interacting_protein_related_to_cell_division
645463.3.peg.2667	Pyridoxal_phosphate-containing_protein_YggS
645463.3.peg.2668	hypothetical_protein
645463.3.peg.2669	Perfringolysin_O_regulator_protein_PfoR
645463.3.peg.2670	FIG00519347:_Ribonucleotide_reductase-like_protein
645463.3.peg.2671	ACT_domain_protein_CAC_0478
645463.3.peg.2672	hypothetical_protein
645463.3.peg.2673	Stage_IV_sporulation_protein_A
645463.3.peg.2674	hypothetical_protein
645463.3.peg.2675	Agmatine/putrescine_antiporter,_associated_with_agmatine_catabolism
645463.3.peg.253	FIG00514474:_hypothetical_protein
645463.3.peg.2676	cobalt_dependent_X-Pro_dipeptidase
645463.3.peg.2677	Transcriptional_regulator,_AcrR_family
645463.3.peg.2678	Glycerol-3-phosphate_dehydrogenase_[NAD(P)+]_(EC_1.1.1.94)
645463.3.peg.2679	Acyl-phosphate:glycerol-3-phosphate_O-acyltransferase_PlsY_(EC_2.3.1.n3)
645463.3.peg.254	Flagellin_protein_FlaA
645463.3.peg.2680	GTP-binding_protein_EngA
645463.3.peg.2681	Fe-S_oxidoreductase,_related_to_NifB/MoaA_family_with_PDZ_N-terminal_domain
645463.3.peg.2682	Uncharacterized_protein_Swol_1337
645463.3.peg.2683	putative_membrane_protein
645463.3.peg.2684	Phosphate_regulon_sensor_protein_PhoR_(SphS)_(EC_2.7.13.3)
645463.3.peg.2685	Phosphate_regulon_sensor_protein_PhoR_(SphS)_(EC_2.7.13.3)
645463.3.peg.2686	Phosphate_regulon_transcriptional_regulatory_protein_PhoB_(SphR)
645463.3.peg.2687	FIG00003370:_Multicopper_polyphenol_oxidase
645463.3.peg.2688	Ribonucleotide_reductase_transcriptional_regulator_NrdR
645463.3.peg.2689	FIG011856:_hypothetical_protein
645463.3.peg.2690	RNA_polymerase_sporulation_specific_sigma_factor_SigG
645463.3.peg.255	Glycosyl_transferase,_group_2_family
645463.3.peg.2691	RNA_polymerase_sporulation_specific_sigma_factor_SigE
645463.3.peg.2692	Sporulation_sigma-E_factor_processing_peptidase_(SpoIIGA)
645463.3.peg.2693	ABC_transporter,_substrate-binding_protein_(cluster_1,_maltose/g3p/polyamine/iron)
645463.3.peg.2694	Cell_division_protein_FtsZ
645463.3.peg.2695	Small_basic_protein_Sbp
645463.3.peg.2696	Uncharacterized_protein_YlxW
645463.3.peg.2697	Uncharacterized_protein_YlxW
645463.3.peg.2698	Cell_division_protein_FtsQ
645463.3.peg.2699	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase_(EC_2.4.1.227)
645463.3.peg.2700	Peptidoglycan_glycosyltransferase_FtsW_(EC_2.4.1.129)_@_Stage_V_sporulation_protein_E
645463.3.peg.2701	UDP-N-acetylmuramoyl-L-alanine--D-glutamate_ligase_(EC_6.3.2.9)
645463.3.peg.2702	Phospho-N-acetylmuramoyl-pentapeptide-transferase_(EC_2.7.8.13)
645463.3.peg.2703	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase_(EC_6.3.2.10)
645463.3.peg.2704	Cell_division_protein_FtsI_[Peptidoglycan_synthetase]_(EC_2.4.1.129)_@_Sporulation_peptidoglycan_synthetase_SpoVD
645463.3.peg.2705	Cell_division_protein_FtsL
645463.3.peg.2706	16S_rRNA_(cytosine(1402)-N(4))-methyltransferase_(EC_2.1.1.199)
645463.3.peg.2707	Prolipoprotein_diacylglyceryl_transferase
645463.3.peg.2708	Uncharacterized_zinc_protease_YmfH
645463.3.peg.2709	FIG001621:_Zinc_protease
645463.3.peg.256	Glycosyltransferase
645463.3.peg.2710	GTP-binding_and_nucleic_acid-binding_protein_YchF
645463.3.peg.2711	hypothetical_protein
645463.3.peg.2712	UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate_ligase_(EC_6.3.2.13)
645463.3.peg.2713	Transcriptional_regulator_of_rhamnose_utilization,_AraC_family
645463.3.peg.2714	PTS_system,_glucose-specific_IIC_component_/_PTS_system,_glucose-specific_IIB_component_(EC_2.7.1.199)_/_PTS_system,_glucose-specific_IIA_component_(EC_2.7.1.199)
645463.3.peg.2715	Beta-glucoside_bgl_operon_antiterminator,_BglG_family
645463.3.peg.2716	Na+/H+_antiporter
645463.3.peg.2717	Oligopeptide_ABC_transporter,_ATP-binding_protein_OppF_(TC_3.A.1.5.1)
645463.3.peg.2718	Oligopeptide_ABC_transporter,_ATP-binding_protein_OppD_(TC_3.A.1.5.1)
645463.3.peg.2719	Oligopeptide_ABC_transporter,_substrate-binding_protein_OppA_(TC_3.A.1.5.1)
645463.3.peg.2720	Oligopeptide_ABC_transporter,_permease_protein_OppB_(TC_3.A.1.5.1)
645463.3.peg.2721	Oligopeptide_ABC_transporter,_permease_protein_OppC_(TC_3.A.1.5.1)
645463.3.peg.2722	Transcriptional_regulator,_LysR_family
645463.3.peg.2723	Acetyl-CoA_acetyltransferase_(EC_2.3.1.9)
645463.3.peg.257	hypothetical_protein
645463.3.peg.2724	Butyrate--acetoacetate_CoA-transferase_subunit_A_(EC_2.8.3.9)
645463.3.peg.2725	Butyrate--acetoacetate_CoA-transferase_subunit_B_(EC_2.8.3.9)
645463.3.peg.2726	3-hydroxybutyrate_dehydrogenase_(EC_1.1.1.30)
645463.3.peg.2727	D-beta-hydroxybutyrate_permease
645463.3.peg.2728	Uncharacterized_protein_YkwD
645463.3.peg.2729	Pyruvate-flavodoxin_oxidoreductase
645463.3.peg.2730	Uncharacterized_protein_similar_to_PduL
645463.3.peg.2731	Iron-sulfur_flavoprotein
645463.3.peg.2732	Serine_phosphatase_RsbU,_regulator_of_sigma_subunit
645463.3.peg.2733	hypothetical_protein
645463.3.peg.2734	hypothetical_protein
645463.3.peg.2735	hypothetical_protein
645463.3.peg.2736	Small_acid-soluble_spore_protein,_beta-type_SASP
645463.3.peg.2737	Uncharacterized_flavin-containing_protein_YtfP
645463.3.peg.2738	putative_membrane-associated_phospholipid_phosphatase,_PAP2_superfamily
645463.3.peg.2739	Hypoxanthine-guanine_phosphoribosyltransferase_(EC_2.4.2.8)
645463.3.peg.2740	Similar_to_L-threonine_3-O-phosphate_decarboxylase
645463.3.peg.2741	Proton/glutamate_symporter_@_Sodium/glutamate_symporter
645463.3.peg.2742	hypothetical_protein
645463.3.peg.258	hypothetical_protein
645463.3.peg.2743	Aspartate--ammonia_ligase_(EC_6.3.1.1)
645463.3.peg.4	DNA_recombination_and_repair_protein_RecF
645463.3.peg.2744	Cystathionine_beta-lyase_(EC_4.4.1.8)
645463.3.peg.2745	Amidohydrolase_family_protein
645463.3.peg.2746	putative_membrane_protein
645463.3.peg.2747	Uncharacterized_protein_YjiH
645463.3.peg.2748	hypothetical_protein
645463.3.peg.2749	putative_lipoprotein
645463.3.peg.2750	Na(+)-dependent_branched-chain_amino_acid_transporter
645463.3.peg.259	Phosphoribosylglycinamide_synthetase,_ATP-grasp_(A)_domain_protein
645463.3.peg.2751	Pentapeptide_repeat_family_protein
645463.3.peg.2752	Xanthine/uracil/thiamine/ascorbate_permease_family_protein
645463.3.peg.2753	S-adenosylhomocysteine_deaminase_(EC_3.5.4.28);_Methylthioadenosine_deaminase_(EC_3.5.4.31)
645463.3.peg.2754	hypothetical_protein
645463.3.peg.2755	Transport_protein
645463.3.peg.2756	Shikimate/quinate_5-dehydrogenase_I_beta_(EC_1.1.1.282)
645463.3.peg.2757	2,4-dienoyl-CoA_reductase_[NADPH]_(EC_1.3.1.34)
645463.3.peg.2758	Inosose_isomerase_(EC_5.3.99.11)
645463.3.peg.2759	Transcriptional_regulator,_LysR_family
645463.3.peg.260	Ornithine_cyclodeaminase_(EC_4.3.1.12)
645463.3.peg.2760	hypothetical_protein
645463.3.peg.2761	Choline_binding_protein_A
645463.3.peg.2762	UDP-glucose_4-epimerase_(EC_5.1.3.2)
645463.3.peg.2763	UTP--glucose-1-phosphate_uridylyltransferase_(EC_2.7.7.9)
645463.3.peg.2764	hypothetical_protein
645463.3.peg.2765	hypothetical_protein
645463.3.peg.2766	hypothetical_protein
645463.3.peg.261	hypothetical_protein
645463.3.peg.2767	NPQTN_specific_sortase_B
645463.3.peg.262	Aminotransferase,_DegT/DnrJ/EryC1/StrS_family
645463.3.peg.2768	Peptidoglycan-N-acetylmuramic_acid_deacetylase_PdaA
645463.3.peg.2769	Uncharacterized_membrane_protein_YhfA
645463.3.peg.2770	Two-component_system_sensor_histidine_kinase
645463.3.peg.2771	Uncharacterized_transcriptional_response_regulator_YrkP
645463.3.peg.2772	hypothetical_protein
645463.3.peg.2773	Putative_polysaccharide_deacetylase
645463.3.peg.2774	1,2-diacylglycerol_3-glucosyltransferase_(EC_2.4.1.157);_diglucosyldiacylglycerol_synthase_(LTA_membrane_anchor_synthesis)
645463.3.peg.2775	Serine_hydroxymethyltransferase_(EC_2.1.2.1)
645463.3.peg.2776	Putative_membrane-spanning_protein
645463.3.peg.2777	Putative_membrane-spanning_protein
645463.3.peg.2778	Positive_regulator_of_sigma(E),_RseC/MucC
645463.3.peg.2779	Metal-sensitive_transcriptional_repressor
645463.3.peg.2780	hypothetical_protein
645463.3.peg.2781	hypothetical_protein
645463.3.peg.2782	Cystathionine_beta-lyase_(EC_4.4.1.8)
645463.3.peg.2783	Na+/H+_antiporter_NhaC
645463.3.peg.263	Flagellar_basal-body_rod_protein_FlgB
645463.3.peg.2784	N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)
645463.3.peg.2785	Transcriptional_regulator,_LysR_family
645463.3.peg.264	Flagellar_basal-body_rod_protein_FlgC
645463.3.peg.2786	Nitrilase/cyanide_hydratase_and_apolipoprotein_N-acyltransferase
645463.3.peg.2787	Cytosine_permease
645463.3.peg.2788	Aspartyl-tRNA_synthetase_(EC_6.1.1.12)
645463.3.peg.265	Flagellar_hook-basal_body_complex_protein_FliE
645463.3.peg.2789	Histidyl-tRNA_synthetase_(EC_6.1.1.21)
645463.3.peg.2790	Oxygen-independent_coproporphyrinogen-III_oxidase-like_protein_HemZ
645463.3.peg.266	Flagellar_M-ring_protein_FliF
645463.3.peg.2791	MBL-fold_metallo-hydrolase_superfamily
645463.3.peg.2792	D-aminoacyl-tRNA_deacylase_(EC_3.1.1.96)
645463.3.peg.2793	Guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase_(EC_3.1.7.2)_/_GTP_pyrophosphokinase_(EC_2.7.6.5),_(p)ppGpp_synthetase_II
645463.3.peg.2794	Adenine_phosphoribosyltransferase_(EC_2.4.2.7)
645463.3.peg.2795	Single-stranded-DNA-specific_exonuclease_RecJ
645463.3.peg.2796	ABC1_family_protein
645463.3.peg.2797	Carbonic_anhydrase-like_protein_MJ0304
645463.3.peg.2798	SCIFF_radical_SAM_maturase
645463.3.peg.2799	hypothetical_protein
645463.3.peg.2800	hypothetical_protein
645463.3.peg.2801	hypothetical_protein
645463.3.peg.2802	Phosphoenolpyruvate-protein_phosphotransferase_of_PTS_system_(EC_2.7.3.9)
645463.3.peg.267	Flagellar_motor_switch_protein_FliG
645463.3.peg.2803	Phosphotransferase_system,_phosphocarrier_protein_HPr
645463.3.peg.2804	Patatin
645463.3.peg.2805	Modification_methylase_bstVI_(EC_2.1.1.72)
645463.3.peg.2806	Rrf2_family_transcriptional_regulator
645463.3.peg.2807	PAS:GGDEF
645463.3.peg.2808	N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)
645463.3.peg.2809	Undecaprenyl_diphosphate_synthase_(EC_2.5.1.31)
645463.3.peg.2810	hypothetical_protein
645463.3.peg.2811	hypothetical_protein
645463.3.peg.268	Flagellar_assembly_protein_FliH
645463.3.peg.2812	Cell_envelope-associated_transcriptional_attenuator_LytR-CpsA-Psr,_subfamily_F1
645463.3.peg.2813	Cell_envelope-associated_transcriptional_attenuator_LytR-CpsA-Psr,_subfamily_F1
645463.3.peg.2814	COG1649_predicted_glycoside_hydrolase
645463.3.peg.2815	hypothetical_protein
645463.3.peg.2816	UDP-N-acetylglucosamine_4,6-dehydratase_(EC_4.2.1.135)
645463.3.peg.269	Flagellum-specific_ATP_synthase_FliI
645463.3.peg.2817	hypothetical_protein
645463.3.peg.2818	UDP-glucose_6-dehydrogenase_(EC_1.1.1.22)
645463.3.peg.2819	Putative_N-acetylgalactosaminyl-diphosphoundecaprenol_glucuronosyltransferase
645463.3.peg.2820	Glycosyl_transferase,_family_2
645463.3.peg.2821	Putative_N-acetylgalactosaminyl-diphosphoundecaprenol_glucuronosyltransferase
645463.3.peg.2822	hypothetical_protein
645463.3.peg.2823	Putative_glycosyltransferase
645463.3.peg.2824	putative_polysaccharide_polymerase
645463.3.peg.2825	Putative_mannosyltransferase_involved_in_polysaccharide_biosynthesis
645463.3.peg.2826	Mannose-1-phosphate_guanylyltransferase_(EC_2.7.7.13)
645463.3.peg.2827	Phosphomannomutase_(EC_5.4.2.8)
645463.3.peg.2828	Peptidoglycan_lipid_II_flippase_MurJ
645463.3.peg.270	Flagellar_protein_FliJ
645463.3.peg.2829	Cell_surface_protein
645463.3.peg.2830	Undecaprenyl-phosphate_galactosephosphotransferase_(EC_2.7.8.6)
645463.3.peg.2831	N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)
645463.3.peg.271	Flagellar_hook-length_control_protein_FliK
645463.3.peg.2832	N-acetylglucosamine_related_transporter,_NagX
645463.3.peg.2833	N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)
645463.3.peg.2834	Cell_surface_protein
645463.3.peg.2835	N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)
645463.3.peg.2836	hypothetical_protein
645463.3.peg.2837	N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)
645463.3.peg.2838	Protein_translocase_subunit_SecA
645463.3.peg.272	Flagellar_basal-body_rod_modification_protein_FlgD
645463.3.peg.2839	hypothetical_protein
645463.3.peg.2840	N-acetylmuramoyl-L-alanine_amidase
645463.3.peg.273	Flagellar_hook_protein_FlgE
645463.3.peg.2841	N-acetylmuramoyl-L-alanine_amidase
645463.3.peg.2842	N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)
645463.3.peg.2843	hypothetical_protein
645463.3.peg.274	Flagellar_protein_FlbD
645463.3.peg.2844	Cell_surface_protein
645463.3.peg.275	Flagellar_motor_rotation_protein_MotA
645463.3.peg.2845	N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)
645463.3.peg.2846	Six-cysteine_peptide_SCIFF
645463.3.peg.2847	FIG00514125:_hypothetical_protein
645463.3.peg.2848	Protein_translocase_subunit_YajC
645463.3.peg.2849	Queuine_tRNA-ribosyltransferase_(EC_2.4.2.29)
645463.3.peg.2850	hypothetical_protein
645463.3.peg.2851	S-adenosylmethionine:tRNA_ribosyltransferase-isomerase_(EC_2.4.99.17)
645463.3.peg.2852	Holliday_junction_ATP-dependent_DNA_helicase_RuvB_(EC_3.6.4.12)
645463.3.peg.276	Flagellar_motor_rotation_protein_MotB
645463.3.peg.2853	Holliday_junction_ATP-dependent_DNA_helicase_RuvA_(EC_3.6.4.12)
645463.3.peg.2854	Crossover_junction_endodeoxyribonuclease_RuvC_(EC_3.1.22.4)
645463.3.peg.2855	FIG033889:_YebC_paralog_in_Clostridia
645463.3.peg.2856	Uncharacterized_DUF1113_membrane_protein_family
645463.3.peg.2857	Candidate_type_III_effector_Hop_protein
645463.3.peg.2858	sugar_and_carbohydrate_transporters
645463.3.peg.2859	2-hydroxy-3-oxopropionate_reductase_(EC_1.1.1.60)
645463.3.peg.277	Flagellar_basal_body-associated_protein_FliL
645463.3.peg.2860	Transcriptional_regulator,_GntR_family
645463.3.peg.2861	hypothetical_protein
645463.3.peg.2862	hypothetical_protein
645463.3.peg.2863	Heterodimeric_efflux_ABC_transporter,_permease/ATP-binding_subunit_2
645463.3.peg.278	Flagellar_biosynthesis_protein_FliO
645463.3.peg.2864	Heterodimeric_efflux_ABC_transporter,_permease/ATP-binding_subunit_1
645463.3.peg.2865	Dihydrofolate_reductase_(EC_1.5.1.3)
645463.3.peg.2866	Dihydrofolate_reductase_(EC_1.5.1.3)
645463.3.peg.2867	hypothetical_protein
645463.3.peg.279	Flagellar_biosynthesis_protein_FliP
645463.3.peg.2868	Mobile_element_protein
645463.3.peg.2869	Mobile_element_protein
645463.3.peg.2870	hypothetical_protein
645463.3.peg.2871	Uncharacterized_protein_YjiH
645463.3.peg.2872	hypothetical_protein
645463.3.peg.2873	hypothetical_protein
645463.3.peg.2874	Transcriptional_regulator,_MerR_family
645463.3.peg.280	Flagellar_biosynthesis_protein_FliQ
645463.3.peg.2875	Flavodoxin
645463.3.peg.2876	Mobile_element_protein
645463.3.peg.281	Flagellar_biosynthesis_protein_FliR_/_Flagellar_biosynthesis_protein_FlhB
645463.3.peg.2877	Flavodoxin
645463.3.peg.2878	2,4-dienoyl-CoA_reductase_[NADPH]_(EC_1.3.1.34)
645463.3.peg.2879	Transcriptional_regulator,_MarR_family
645463.3.peg.2880	Biosynthetic_Aromatic_amino_acid_aminotransferase_alpha_(EC_2.6.1.57)_@_Aspartate_aminotransferase_(EC_2.6.1.1)
645463.3.peg.2881	Permease_of_the_drug/metabolite_transporter_(DMT)_superfamily
645463.3.peg.2882	hypothetical_protein
645463.3.peg.2883	hypothetical_protein
645463.3.peg.2884	Cobalt-zinc-cadmium_resistance_protein
645463.3.peg.2885	hypothetical_protein
645463.3.peg.2886	Lead,_cadmium,_zinc_and_mercury_transporting_ATPase_(EC_3.6.3.3)_(EC_3.6.3.5);_Copper-translocating_P-type_ATPase_(EC_3.6.3.4)
645463.3.peg.2887	Serine_hydroxymethyltransferase_(EC_2.1.2.1)
645463.3.peg.2888	Aminobenzoyl-glutamate_transport_protein
645463.3.peg.2889	Amidohydrolase_family_protein
645463.3.peg.282	Flagellar_biosynthesis_protein_FlhA
645463.3.peg.2890	hypothetical_protein
645463.3.peg.2891	Helix-turn-helix,_AraC_type:Response_regulator_receiver
645463.3.peg.2892	predicted_ATPase
645463.3.peg.2893	Seryl-tRNA_synthetase_(EC_6.1.1.11)
645463.3.peg.2894	hypothetical_protein
645463.3.peg.2895	Exoenzymes_regulatory_protein_AepA_precursor
645463.3.peg.2896	nitrilase_(carbon-nitrogen_hydrolase)(_EC:3.5.5.1_)
645463.3.peg.2897	Acryloyl-CoA_reductase_AcuI/YhdH_(EC_1.3.1.84)
645463.3.peg.2898	Transcriptional_regulator,_MarR_family
645463.3.peg.2899	Rubrerythrin
645463.3.peg.2900	Uncharacterized_protein_YhbD
645463.3.peg.2901	hypothetical_protein
645463.3.peg.2902	hypothetical_protein
645463.3.peg.2903	Phosphonoacetaldehyde_hydrolase_(EC_3.11.1.1)_/_2-aminoethylphosphonate:pyruvate_aminotransferase_(EC_2.6.1.37)
645463.3.peg.2904	Transcriptional_regulator,_DeoR_family
645463.3.peg.2905	D-alanine--poly(phosphoribitol)_ligase_ACP_subunit_(EC_6.1.1.13)
645463.3.peg.2906	D-alanyl_transfer_protein_DltB
645463.3.peg.2907	D-alanine--poly(phosphoribitol)_ligase_subunit_1_(EC_6.1.1.13)
645463.3.peg.2908	Component_involved_in_D-alanylation_of_teichoic_acids
645463.3.peg.2909	Poly(glycerophosphate_chain)_D-alanine_transfer_protein_DltD
645463.3.peg.283	Flagellar_biosynthesis_protein_FlhF
645463.3.peg.2910	Putative_oxidoreductase
645463.3.peg.2911	hypothetical_protein
645463.3.peg.2912	Putative_hydrolase
645463.3.peg.2913	Hemolysins_and_related_proteins_containing_CBS_domains
645463.3.peg.2914	N-acyl-D-amino-acid_deacylase_(EC_3.5.1.81)
645463.3.peg.2915	FIG00518865:_hypothetical_protein
645463.3.peg.2916	FIG01288841:_membrane_protein,_putative
645463.3.peg.2917	Membrane_dipeptidase(_EC:3.4.13.19_)
645463.3.peg.284	Flagellar_synthesis_regulator_FleN
645463.3.peg.2918	PAS_modulated_sigma54_specific_transcriptional_regulator,_Fis_family
645463.3.peg.2919	AB_hydrolase_superfamily_protein_YisY
645463.3.peg.2920	Bacterioferritin_(EC_1.16.3.1)
645463.3.peg.2921	ABC_transporter-like_sensor_and_permease_protein
645463.3.peg.2922	ABC_transporter-like_sensor_ATP-binding_protein
645463.3.peg.2923	hypothetical_protein
645463.3.peg.2924	Two-component_system_sensor_histidine_kinase
645463.3.peg.2925	Two-component_transcriptional_response_regulator,_LuxR_family
645463.3.peg.285	RNA_polymerase_sigma_factor_for_flagellar_operon
645463.3.peg.2926	TldE_protein,_part_of_TldE/TldD_proteolytic_complex
645463.3.peg.2927	TldD_protein,_part_of_TldE/TldD_proteolytic_complex
645463.3.peg.2928	hypothetical_protein
645463.3.peg.2929	Sigma-54_dependent_DNA-binding_transcriptional_regulator
645463.3.peg.286	FIG00515019:_hypothetical_protein
645463.3.peg.2930	2-keto-3-deoxygluconate_permease_(KDG_permease)
645463.3.peg.2931	Altronate_dehydratase_(EC_4.2.1.7)
645463.3.peg.2932	Altronate_dehydratase_(EC_4.2.1.7)
645463.3.peg.2933	Sensory_box/GGDEF_family_protein
645463.3.peg.287	hypothetical_protein
645463.3.peg.2934	Sensory_box/GGDEF_family_protein
645463.3.peg.2935	Multi_antimicrobial_extrusion_protein_(Na(+)/drug_antiporter),_MATE_family_of_MDR_efflux_pumps
645463.3.peg.288	Flagellar_basal-body_rod_protein_FlgF
645463.3.peg.2936	Ferrichrome_transport_ATP-binding_protein_FhuC
645463.3.peg.2937	ABC-type_Fe3+-siderophore_transport_system,_permease_2_component
645463.3.peg.2938	ABC-type_Fe3+-siderophore_transport_system,_permease_component
645463.3.peg.2939	Ferrichrome-binding_periplasmic_protein_precursor_(TC_3.A.1.14.3)
645463.3.peg.2940	FIG00513306:_hypothetical_protein
645463.3.peg.2941	PTS_system,_cellobiose-specific_IIA_component_(EC_2.7.1.205)
645463.3.peg.2942	Cellobiose_phosphotransferase_system_YdjC-like_protein
645463.3.peg.2943	6-phospho-beta-glucosidase_(EC_3.2.1.86)
645463.3.peg.2944	PTS_system,_cellobiose-specific_IIC_component
645463.3.peg.289	Flagellar_basal-body_rod_protein_FlgG
645463.3.peg.2945	PTS_system,_cellobiose-specific_IIB_component_(EC_2.7.1.205)
645463.3.peg.2946	Transcriptional_regulator,_GntR_family
645463.3.peg.2947	Multi_antimicrobial_extrusion_protein_(Na(+)/drug_antiporter),_MATE_family_of_MDR_efflux_pumps
645463.3.peg.2948	hypothetical_protein
645463.3.peg.2949	Ferric_iron_ABC_transporter,_permease_protein
645463.3.peg.2950	ABC_transporter,_ATP-binding_protein_(cluster_1,_maltose/g3p/polyamine/iron);_ABC_transporter,_ATP-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)
645463.3.peg.290	Flagellar_motor_switch_protein_FliM
645463.3.peg.2951	Ferric_iron_ABC_transporter,_iron-binding_protein
645463.3.peg.2952	V-type_ATP_synthase_subunit_D_(EC_3.6.3.14)
645463.3.peg.2953	V-type_ATP_synthase_subunit_B_(EC_3.6.3.14)
645463.3.peg.2954	V-type_ATP_synthase_subunit_A_(EC_3.6.3.14)
645463.3.peg.2955	V-type_ATP_synthase_subunit_F_(EC_3.6.3.14)
645463.3.peg.2956	V-type_ATP_synthase_subunit_C_(EC_3.6.3.14)
645463.3.peg.2957	V-type_ATP_synthase_subunit_E_(EC_3.6.3.14)
645463.3.peg.2958	V-type_ATP_synthase_subunit_K_(EC_3.6.3.14)
645463.3.peg.2959	V-type_ATP_synthase_subunit_I_(EC_3.6.3.14)
645463.3.peg.291	Flagellar_motor_switch_protein_FliN
645463.3.peg.2960	V-type_ATP_synthase_subunit_H_(EC_3.6.3.14)
645463.3.peg.2961	hypothetical_protein
645463.3.peg.2962	L,D-transpeptidase
645463.3.peg.292	hypothetical_protein
645463.3.peg.2963	hypothetical_protein
645463.3.peg.2964	Sensory_box/GGDEF_family_protein
645463.3.peg.2965	Acetaldehyde_dehydrogenase_(EC_1.2.1.10)_/_Alcohol_dehydrogenase_(EC_1.1.1.1)
